,actual,predicted,upper
0,37.801724137931046,21.90450355829487,130.32819440536733
1,1.5083333333333258,22.8110915385553,131.23478238562777
2,31.216666666666697,20.121743028862625,128.5454338759351
3,5.208333333333371,26.078513684008087,134.50220453108057
4,28.816666666666606,21.39982795559345,129.82351880266592
5,73.3083333333334,21.333224850592668,129.75691569766514
6,70.43036723163846,24.448529473605447,132.8722203206779
7,41.78629943502824,21.407194866438907,129.83088571351138
8,41.5333333333333,23.840130550254255,132.26382139732672
9,0.4499999999999318,22.047401300736123,130.47109214780858
10,18.299999999999955,20.07381227353128,128.49750312060374
11,29.742857143333367,20.664708909792466,129.08839975686493
12,35.78095237999992,24.411232040408564,132.834922887481
13,55.30714285666659,24.34263952625483,132.7663303733273
14,85.18333333333328,21.490862636748357,129.9145534838208
15,11.152777778333416,18.233024716584563,126.65671556365703
16,11.019444443333327,21.50981561717634,129.9335064642488
17,9.136111111666537,22.046174551799552,130.469865398872
18,40.61666666666656,21.754904499689008,130.17859534676148
19,20.18333333333328,24.900939479321305,133.32463032639376
20,5.05833333333328,21.680691553447435,130.1043824005199
21,54.88333333333344,24.552109966105224,132.9758008131777
22,60.35833333333335,19.287169937851736,127.7108607849242
23,2.2749999999999773,26.963588672805813,135.3872795198783
24,10.991666666666674,19.813040992787872,128.23673183986034
25,17.25,21.42244002670061,129.84613087377306
26,21.658333333333303,22.63518356102752,131.0588744081
27,2.625,20.11087829386421,128.53456914093667
28,36.14166666666665,20.777615029870994,129.20130587694345
29,4.816666666666606,26.29051332862167,134.71420417569414
30,65.00833333333333,23.38415171964632,131.8078425667188
31,324.41666666666674,19.065615187886543,127.48930603495901
32,371.2416666666668,25.37658132443582,133.80027217150828
33,8.908333333333303,26.99877934022556,135.42247018729802
34,30.658333333333303,23.872009844042132,132.2957006911146
35,0.05000000000006821,20.602295230917335,129.02598607798978
36,3.0416666666666288,24.52535197217936,132.94904281925182
37,12.94166666666672,25.432167293794336,133.85585814086681
38,2.9583333333333712,20.696935573206197,129.12062642027865
39,8.408333333333303,30.539119154954214,138.96281000202669
40,33.26666666666665,21.79357456448721,130.21726541155968
41,37.1583333333333,22.235038130852168,130.65872897792462
42,76.1583333333333,23.260737909764956,131.6844287568374
43,26.66666666666663,22.997705663684783,131.42139651075723
44,3.866666666666788,30.246679843775247,138.6703706908477
45,25.991666666666788,25.277399859777113,133.70109070684958
46,39.674999999999955,26.143045401981592,134.56673624905406
47,27.541666666666742,50.53204112604267,158.95573197311512
48,2.6666666666667425,27.219753585885666,135.64344443295812
49,306.6,29.048587704580118,137.47227855165258
50,78.44166666666683,23.592873094918122,132.0165639419906
51,217.68333333333328,23.57967150611521,132.00336235318767
52,18.88333333333344,33.85730984833468,142.28100069540716
53,42.24166666666656,33.317242495181674,141.74093334225415
54,56.799999999999955,22.16902350559574,130.5927143526682
55,0.5499999999999545,23.08043984727898,131.50413069435143
56,2.5,24.711249470505486,133.13494031757796
57,2.6666666666667425,24.995310469660424,133.41900131673287
58,42.049999999999955,21.05041914224876,129.47410998932122
59,325.3416666666666,21.777122222393157,130.20081306946562
60,413.4749999999999,20.471653356174897,128.89534420324736
61,44.31666666666672,21.394793259145462,129.81848410621794
62,44.633333333333326,21.517159529428564,129.94085037650103
63,11.274999999999977,28.39416404490386,136.8178548919763
64,29.074999999999932,26.964437419958642,135.3881282670311
65,9.125,17.801986796972233,126.2256776440447
66,45.94999999999993,20.796011593569755,129.2197024406422
67,22.366666666666674,20.14584687863868,128.56953772571114
68,30.941666666666606,23.948431049202245,132.3721218962747
69,24.041666666666742,20.99533499096784,129.4190258380403
70,57.25,21.963421261740557,130.38711210881303
71,19.85833333333335,30.23060281261209,138.65429365968455
72,12.616666666666674,19.608107972977642,128.0317988200501
73,768.5500000000001,44.27145673790194,152.6951475849744
74,729.7534482758621,33.96350451975104,142.3871953668235
75,17.145114942528608,34.54483096938435,142.9685218164568
76,10.050170068027228,34.98971204907758,143.41340289615005
77,51.34183673469386,29.08382315618099,137.50751400325345
78,19.712499999999977,21.42549105146837,129.84918189854085
