,actual,predicted,upper
0,6.026149425287258,21.90450355829487,130.32819440536733
1,36.0,22.8110915385553,131.23478238562777
2,29.791666666666515,20.121743028862625,128.5454338759351
3,20.102777783333295,26.078513684008087,134.50220453108057
4,69.50555556666654,21.39982795559345,129.82351880266592
5,116.96111111666664,21.333224850592668,129.75691569766514
6,40.798163841807764,24.448529473605447,132.8722203206779
7,54.3707250415257,21.407194866438907,129.83088571351138
8,36.73277776666691,23.840130550254255,132.26382139732672
9,30.113888883333402,22.047401300736123,130.47109214780858
10,22.437790699999823,20.07381227353128,128.49750312060374
11,70.32164081666679,20.664708909792466,129.08839975686493
12,31.573320400000057,24.411232040408564,132.834922887481
13,32.094444449999855,24.34263952625483,132.7663303733273
14,80.5583333333334,21.490862636748357,129.9145534838208
15,19.991666666666788,18.233024716584563,126.65671556365703
16,28.16666666666663,21.50981561717634,129.9335064642488
17,45.09166666666681,22.046174551799552,130.469865398872
18,57.075000000000045,21.754904499689008,130.17859534676148
19,1.1666666666667425,24.900939479321305,133.32463032639376
20,26.941666666666606,21.680691553447435,130.1043824005199
21,21.03333333333353,24.552109966105224,132.9758008131777
22,22.94166666666672,19.287169937851736,127.7108607849242
23,11.725000000000023,26.963588672805813,135.3872795198783
24,229.04999999999995,19.813040992787872,128.23673183986034
25,152.47500000000014,21.42244002670061,129.84613087377306
26,7.550000000000182,22.63518356102752,131.0588744081
27,411.89166666666665,20.11087829386421,128.53456914093667
28,360.26666666666665,20.777615029870994,129.20130587694345
29,9.384999999999991,26.29051332862167,134.71420417569414
30,22.62999999999988,23.38415171964632,131.8078425667188
31,92.28500000000031,19.065615187886543,127.48930603495901
32,23.550000000000182,25.37658132443582,133.80027217150828
33,24.033333333333303,26.99877934022556,135.42247018729802
34,41.799999999999955,23.872009844042132,132.2957006911146
35,14.058333333333394,20.602295230917335,129.02598607798978
36,79.17499999999995,24.52535197217936,132.94904281925182
37,19.808333333333394,25.432167293794336,133.85585814086681
38,53.0,20.696935573206197,129.12062642027865
39,53.14166666666665,30.539119154954214,138.96281000202669
40,51.375,21.79357456448721,130.21726541155968
41,13.016666666666652,22.235038130852168,130.65872897792462
42,241.625,23.260737909764956,131.6844287568374
43,29.741666666666788,22.997705663684783,131.42139651075723
44,246.73333333333335,30.246679843775247,138.6703706908477
45,100.68333333333317,25.277399859777113,133.70109070684958
46,34.66666666666674,26.143045401981592,134.56673624905406
47,51.7833333333333,50.53204112604267,158.95573197311512
48,46.64166666666665,27.219753585885666,135.64344443295812
49,18.924999999999955,29.048587704580118,137.47227855165258
50,1.5499999999999545,23.592873094918122,132.0165639419906
51,19.200000000000045,23.57967150611521,132.00336235318767
52,47.2166666666667,33.85730984833468,142.28100069540716
53,17.566666666666606,33.317242495181674,141.74093334225415
54,58.13333333333321,22.16902350559574,130.5927143526682
55,20.991666666666788,23.08043984727898,131.50413069435143
56,11.366666666666788,24.711249470505486,133.13494031757796
57,4.4583333333332575,24.995310469660424,133.41900131673287
58,21.091666666666697,21.05041914224876,129.47410998932122
59,35.700000000000045,21.777122222393157,130.20081306946562
60,53.43333333333328,20.471653356174897,128.89534420324736
61,71.73333333333323,21.394793259145462,129.81848410621794
62,53.5,21.517159529428564,129.94085037650103
63,17.149999999999977,28.39416404490386,136.8178548919763
64,39.07499999999993,26.964437419958642,135.3881282670311
65,18.75833333333344,17.801986796972233,126.2256776440447
66,33.81666666666672,20.796011593569755,129.2197024406422
67,94.10000000000002,20.14584687863868,128.56953772571114
68,8.436666666666497,23.948431049202245,132.3721218962747
69,24.14333333333343,20.99533499096784,129.4190258380403
70,55.311666666666724,21.963421261740557,130.38711210881303
71,15.904166666666697,30.23060281261209,138.65429365968455
72,20.64166666666665,19.608107972977642,128.0317988200501
73,14.554166666666674,44.27145673790194,152.6951475849744
